sale_id,parcel_id,dwelling_type,zoning_type,lot_frontage,lot_area,street_surface,alley_surface,property_shape,property_flatness,util_avail,lot_position,property_slope,ames_neighborhood,prox_to_transport,prox_to_transport_2,bldg_type,floors,house_quality,house_condition,year_built,year_remodeled,roof_style,roof_material,ext_covering,ext_covering2,masonry_veneer_type,masonry_veneer_area,exterior_quality,exterior_condition,foundation_type,basement_height,basement_condition,basement_walkouts,basement_finished_rating,finished_area,basement_finished_rating2,finished_area2,unfinished_area,total_basement_area,heating_type,heating_quality,central_air,electrical_setup,first_fl_area,second_fl_area,low_qual_finished_area,above_ground_living_area,full_bathrooms_basement,half_bathrooms_basement,full_bathrooms_above_ground,half_bathrooms_above_ground,bedrooms_above_ground,kitchens_above_ground,kitchen_quality,total_rooms_above_ground,home_functionality,number_fireplaces,fireplace_quality,garage_location,garage_yr_built,garage_finished,garage_car_capacity,garage_size,garage_quality,garage_condition,driveway_surface,wood_deck_size,open_porch_size,enclose_porch_size,three_season_porch_size,screen_porch_size,pool_size,pool_quality,fence_quality,misc_features,misc_features_value,month_sold,year_sold,sale_type,sale_price
2588,535325340,20,RL,65.0,11050.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,488.0,Unf,0.0,517.0,1005.0,GasA,Ex,Y,SBrkr,1005.0,0.0,0.0,1005.0,0.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,319.0,TA,TA,Y,0.0,0.0,0.0,0.0,288.0,0.0,nan,nan,nan,0.0,7,2006,WD ,133500.0
1596,923225200,160,RM,41.0,2665.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,0.0,232.0,550.0,GasA,TA,Y,SBrkr,925.0,550.0,0.0,1475.0,0.0,0.0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,92.0,26.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2008,WD ,129500.0
264,907250030,20,RL,80.0,10389.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,No,GLQ,1682.0,Unf,0.0,296.0,1978.0,GasA,Ex,Y,SBrkr,1978.0,0.0,0.0,1978.0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,RFn,3.0,850.0,TA,TA,Y,188.0,25.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2010,WD ,318000.0
451,528172060,20,RL,70.0,9658.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1598.0,1598.0,GasA,Gd,Y,SBrkr,1606.0,0.0,0.0,1606.0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,3.0,871.0,TA,TA,Y,230.0,60.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,7,2009,WD ,255900.0
43,528138020,20,RL,79.0,14122.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,GasA,Ex,Y,SBrkr,1822.0,0.0,0.0,1822.0,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,678.0,TA,TA,Y,0.0,119.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,2,2010,WD ,259000.0
2009,903206170,50,RL,70.0,8737.0,Pave,nan,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,0.0,765.0,1065.0,GasA,Ex,Y,FuseA,915.0,720.0,0.0,1635.0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,2.0,440.0,TA,TA,Y,0.0,38.0,0.0,144.0,0.0,0.0,nan,nan,nan,0.0,5,2007,WD ,210000.0
1738,528222050,60,RL,73.0,8499.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,616.0,616.0,GasA,Ex,Y,SBrkr,616.0,796.0,0.0,1412.0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,432.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2007,New,156932.0
1196,534225110,90,RL,72.0,11072.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1728.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0.0,1728.0,0.0,0.0,2,0,6,2,TA,10,Typ,0,nan,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,11,2008,WD ,145000.0
828,906380210,20,RL,64.0,6762.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,902.0,Unf,0.0,380.0,1282.0,GasA,Ex,Y,SBrkr,1290.0,0.0,0.0,1290.0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,2.0,662.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2009,WD ,200000.0
571,533213040,160,FV,34.0,3230.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,GasA,Gd,Y,SBrkr,742.0,729.0,0.0,1471.0,0.0,0.0,2,1,3,1,TA,6,Typ,0,nan,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0.0,24.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2009,WD ,172500.0
962,916386140,20,RL,73.0,8925.0,Pave,nan,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1450.0,1466.0,GasA,Ex,Y,SBrkr,1466.0,0.0,0.0,1466.0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,nan,Attchd,2007.0,Fin,3.0,610.0,TA,TA,Y,100.0,18.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,7,2009,WD ,201000.0
1648,527302090,20,RL,93.0,12299.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,TA,TA,CBlock,Gd,TA,No,GLQ,1328.0,Unf,0.0,201.0,1529.0,GasA,TA,Y,SBrkr,1664.0,0.0,0.0,1664.0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1978.0,Fin,2.0,663.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,9,2007,WD ,213000.0
618,534475250,20,RL,90.0,9900.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,1173.0,Unf,0.0,507.0,1680.0,GasA,TA,Y,SBrkr,1691.0,0.0,0.0,1691.0,1.0,0.0,1,0,2,1,TA,5,Typ,0,nan,Attchd,1967.0,Unf,2.0,550.0,Gd,TA,Y,0.0,67.0,260.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,4,2009,WD ,175000.0
2108,906380200,20,RL,64.0,6762.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,Ex,Y,SBrkr,1208.0,0.0,0.0,1208.0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,nan,Attchd,2007.0,RFn,2.0,628.0,TA,TA,Y,105.0,54.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,9,2007,New,195400.0
772,905103070,20,RL,75.0,11625.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,BLQ,527.0,Unf,0.0,525.0,1052.0,GasA,TA,Y,SBrkr,1052.0,0.0,0.0,1052.0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1984.0,Fin,1.0,668.0,TA,TA,Y,0.0,215.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,4,2009,WD ,113500.0
2672,903202120,50,RL,65.0,6435.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Gd,Y,SBrkr,972.0,605.0,0.0,1577.0,0.0,0.0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,10,2006,WD ,140200.0
2492,532376180,20,RL,65.0,8450.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,162.0,Rec,270.0,450.0,882.0,GasA,TA,Y,SBrkr,909.0,0.0,0.0,909.0,0.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Attchd,1968.0,Unf,1.0,294.0,TA,TA,Y,0.0,155.0,0.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,11,2006,COD,116000.0
2783,907201160,60,RL,50.0,8340.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0.0,166.0,675.0,GasA,TA,Y,SBrkr,686.0,702.0,0.0,1388.0,0.0,0.0,1,1,3,1,TA,6,Typ,0,nan,Attchd,1977.0,Unf,1.0,317.0,TA,TA,Y,406.0,36.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,12,2006,WD ,157500.0
740,903230100,30,RM,60.0,6911.0,Pave,nan,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740.0,1145.0,GasA,TA,Y,SBrkr,1301.0,0.0,0.0,1301.0,0.0,0.0,1,0,2,1,Fa,5,Min1,0,nan,Detchd,1965.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,10,2009,WD ,100000.0
2546,534403280,20,RL,80.0,8800.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Y,SBrkr,1251.0,0.0,0.0,1251.0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1.0,461.0,TA,TA,Y,0.0,116.0,0.0,0.0,0.0,0.0,nan,MnPrv,Shed,700.0,3,2006,WD ,160000.0
851,907194160,20,RL,65.0,10739.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,0.0,172.0,1431.0,GasA,Ex,Y,SBrkr,1444.0,0.0,0.0,1444.0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,nan,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,144.0,40.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,4,2009,WD ,203000.0
76,531451110,120,RL,50.0,8012.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,TA,Y,SBrkr,923.0,0.0,0.0,923.0,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,80.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2010,WD ,143000.0
2151,907270040,60,RL,66.0,16226.0,Pave,nan,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,0.0,747.0,1028.0,GasA,Ex,Y,SBrkr,1210.0,1242.0,0.0,2452.0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,683.0,TA,TA,Y,208.0,50.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2007,WD ,267000.0
2907,923203100,120,RM,32.0,4500.0,Pave,nan,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,36.0,1237.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0.0,1337.0,1.0,0.0,2,0,2,1,TA,5,Typ,0,nan,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,0.0,199.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2006,WD ,153500.0
2836,908227030,50,RL,62.0,8707.0,Pave,nan,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1093.0,1093.0,GasA,TA,N,FuseF,1093.0,576.0,0.0,1669.0,0.0,0.0,1,1,4,1,TA,9,Min2,0,nan,Attchd,1924.0,Unf,1.0,288.0,Fa,TA,Y,0.0,0.0,56.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2006,WD ,107000.0
1955,535403030,20,RL,66.0,8300.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,TA,TA,CBlock,TA,TA,Mn,Rec,952.0,Unf,0.0,0.0,952.0,GasA,Gd,Y,SBrkr,952.0,0.0,0.0,952.0,1.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Attchd,1968.0,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,8,2007,WD ,128500.0
1926,535179120,20,RL,72.0,9770.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,TA,Y,FuseA,922.0,0.0,0.0,922.0,1.0,0.0,1,0,2,1,TA,5,Typ,0,nan,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0.0,34.0,0.0,0.0,0.0,0.0,nan,GdWo,nan,0.0,4,2007,WD ,116000.0
1003,527145090,120,RL,39.0,5070.0,Pave,nan,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1280.0,1280.0,GasA,Ex,Y,SBrkr,1280.0,0.0,0.0,1280.0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,nan,Attchd,1992.0,RFn,2.0,506.0,TA,TA,Y,0.0,82.0,0.0,0.0,144.0,0.0,nan,nan,nan,0.0,8,2008,WD ,180000.0
1667,527404050,20,RL,66.0,7920.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,ALQ,81.0,GLQ,619.0,214.0,914.0,GasA,Ex,Y,SBrkr,914.0,0.0,0.0,914.0,0.0,0.0,1,0,3,1,Ex,5,Typ,0,nan,Attchd,1970.0,RFn,1.0,368.0,TA,Gd,Y,120.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,10,2007,WD ,133000.0
2905,923202025,90,RM,78.0,7020.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1243.0,Unf,0.0,45.0,1288.0,GasA,Gd,Y,SBrkr,1368.0,0.0,0.0,1368.0,2.0,0.0,2,0,2,2,TA,8,Typ,0,nan,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,11,2006,WD ,215000.0
1780,528431030,20,RL,76.0,10612.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,28.0,Unf,0.0,1496.0,1524.0,GasA,Gd,Y,SBrkr,1534.0,0.0,0.0,1534.0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,168.0,46.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,1,2007,WD ,215000.0
746,903234220,50,RM,51.0,6120.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,273.0,Unf,0.0,679.0,952.0,GasA,TA,Y,FuseA,994.0,588.0,0.0,1582.0,0.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1938.0,Unf,1.0,250.0,Fa,TA,Y,189.0,0.0,34.0,150.0,0.0,0.0,nan,nan,nan,0.0,2,2009,WD ,150000.0
606,534400050,20,RL,100.0,10004.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,345.0,975.0,1516.0,GasA,TA,Y,SBrkr,1516.0,0.0,0.0,1516.0,0.0,0.0,1,1,3,1,TA,6,Typ,0,nan,Attchd,1964.0,RFn,2.0,472.0,TA,TA,Y,0.0,0.0,0.0,0.0,152.0,0.0,nan,nan,nan,0.0,2,2009,WD ,167000.0
2102,906380010,20,RL,103.0,11175.0,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1316.0,1316.0,GasA,Ex,Y,SBrkr,1316.0,0.0,0.0,1316.0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,10,2007,New,200141.0
941,910204050,70,RM,50.0,8660.0,Pave,nan,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,760.0,760.0,GasA,Ex,N,SBrkr,928.0,928.0,312.0,2168.0,0.0,0.0,2,0,5,1,Gd,11,Typ,0,nan,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,467.0,160.0,78.0,0.0,0.0,0.0,nan,nan,nan,0.0,12,2009,WD ,123000.0
2699,904100030,50,RL,82.0,12375.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,0.0,477.0,806.0,GasA,TA,Y,SBrkr,1081.0,341.0,0.0,1422.0,1.0,0.0,1,0,3,1,TA,7,Typ,1,TA,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,GdWo,nan,0.0,6,2006,WD ,137500.0
2607,535401140,20,RL,84.0,8658.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,Ex,Y,SBrkr,1324.0,0.0,0.0,1324.0,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0.0,138.0,0.0,0.0,0.0,0.0,nan,GdWo,nan,0.0,12,2006,WD ,160000.0
1367,903475020,20,RM,49.0,8235.0,Pave,nan,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,TA,Y,SBrkr,825.0,0.0,0.0,825.0,1.0,0.0,1,0,2,1,TA,4,Typ,0,nan,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140.0,50.0,0.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,6,2008,WD ,125000.0
580,534125080,60,RL,78.0,11700.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,0.0,429.0,727.0,GasA,Ex,Y,SBrkr,829.0,727.0,0.0,1556.0,0.0,0.0,1,1,4,1,TA,8,Typ,0,nan,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2009,WD ,154000.0
341,924152030,60,RL,74.0,12961.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,0.0,208.0,1152.0,GasA,Ex,Y,SBrkr,1152.0,645.0,0.0,1797.0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1993.0,Fin,2.0,616.0,TA,TA,Y,162.0,312.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2010,WD ,231000.0
26,527403020,20,RL,65.0,8450.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,Ex,Y,SBrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0.0,85.0,184.0,0.0,0.0,0.0,nan,nan,nan,0.0,7,2010,WD ,142000.0
531,528488100,20,FV,62.0,7500.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,811.0,1221.0,GasA,Ex,Y,SBrkr,1221.0,0.0,0.0,1221.0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,nan,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0.0,113.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,10,2009,WD ,185000.0
2189,908228010,40,RL,62.0,10042.0,Pave,nan,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,144.0,ALQ,278.0,238.0,660.0,GasA,TA,Y,SBrkr,740.0,125.0,0.0,865.0,1.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0.0,0.0,84.0,0.0,0.0,0.0,nan,nan,nan,0.0,8,2007,WD ,108500.0
